hour,day_of_week,weather,road_type,speed_limit,is_rush_hour,is_night,is_weekend,weather_risk,road_risk,speed_risk,risk_level
5,Tuesday,Rainy,Rural road,60,0,1,0,2,3,1,High
17,Tuesday,Fine,Single carriageway,60,1,0,0,0,2,1,Medium
5,Wednesday,Fine,Rural road,80,0,1,0,0,3,2,High
12,Tuesday,Cloudy,Rural road,60,0,0,0,1,3,1,Medium
18,Sunday,Fine,One way street,80,1,0,1,0,1,2,Medium
1,Wednesday,Cloudy,Single carriageway,40,0,1,0,1,2,0,Medium
11,Wednesday,Cloudy,Single carriageway,80,0,0,0,1,2,2,Medium
14,Tuesday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
13,Tuesday,Foggy,One way street,30,0,0,0,2,1,0,Low
5,Thursday,Foggy,Single carriageway,60,0,1,0,2,2,1,High
17,Saturday,Rainy,One way street,30,1,0,1,2,1,0,Medium
4,Thursday,Fine,One way street,60,0,1,0,0,1,1,Medium
17,Wednesday,Fine,Roundabout,30,1,0,0,0,2,0,Low
2,Thursday,Fine,Single carriageway,80,0,1,0,0,2,2,High
2,Wednesday,Fine,Roundabout,30,0,1,0,0,2,0,Medium
21,Monday,Fine,Rural road,60,0,0,0,0,3,1,Medium
21,Wednesday,Fine,Rural road,50,0,0,0,0,3,1,Medium
9,Wednesday,Cloudy,Roundabout,60,1,0,0,1,2,1,Medium
18,Thursday,Fine,Rural road,50,1,0,0,0,3,1,Medium
2,Saturday,Fine,Roundabout,80,0,1,1,0,2,2,High
11,Monday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
15,Friday,Cloudy,One way street,30,0,0,0,1,1,0,Low
16,Friday,Fine,Dual carriageway,80,0,0,0,0,1,2,Low
6,Saturday,Fine,Single carriageway,60,0,0,1,0,2,1,Low
12,Friday,Rainy,Dual carriageway,80,0,0,0,2,1,2,Medium
23,Monday,Fine,Dual carriageway,50,0,1,0,0,1,1,Medium
1,Tuesday,Fine,Rural road,80,0,1,0,0,3,2,High
3,Monday,Cloudy,Roundabout,30,0,1,0,1,2,0,Medium
9,Thursday,Cloudy,Single carriageway,60,1,0,0,1,2,1,Medium
6,Sunday,Fine,Rural road,50,0,0,1,0,3,1,Medium
23,Wednesday,Rainy,Single carriageway,80,0,1,0,2,2,2,High
16,Wednesday,Rainy,One way street,40,0,0,0,2,1,0,Low
19,Thursday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
5,Thursday,Fine,Rural road,50,0,1,0,0,3,1,High
18,Sunday,Fine,Dual carriageway,30,1,0,1,0,1,0,Low
4,Sunday,Fine,One way street,30,0,1,1,0,1,0,Low
9,Wednesday,Fine,Dual carriageway,80,1,0,0,0,1,2,Medium
8,Sunday,Cloudy,Single carriageway,40,1,0,1,1,2,0,Medium
12,Sunday,Fine,One way street,50,0,0,1,0,1,1,Low
18,Sunday,Cloudy,Rural road,80,1,0,1,1,3,2,High
20,Saturday,Fine,Dual carriageway,40,1,0,1,0,1,0,Low
23,Tuesday,Fine,Dual carriageway,80,0,1,0,0,1,2,Medium
5,Sunday,Fine,Single carriageway,50,0,1,1,0,2,1,Medium
3,Tuesday,Fine,Single carriageway,80,0,1,0,0,2,2,High
23,Tuesday,Fine,Roundabout,30,0,1,0,0,2,0,Medium
2,Thursday,Cloudy,Roundabout,30,0,1,0,1,2,0,Medium
2,Sunday,Fine,Single carriageway,60,0,1,1,0,2,1,Medium
3,Wednesday,Fine,Roundabout,40,0,1,0,0,2,0,Medium
4,Saturday,Cloudy,Dual carriageway,50,0,1,1,1,1,1,Medium
7,Wednesday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
15,Sunday,Fine,One way street,30,0,0,1,0,1,0,Low
21,Wednesday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
2,Sunday,Cloudy,Rural road,60,0,1,1,1,3,1,High
23,Saturday,Fine,Rural road,30,0,1,1,0,3,0,Medium
11,Monday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
7,Saturday,Fine,One way street,40,0,0,1,0,1,0,Low
12,Monday,Rainy,Single carriageway,80,0,0,0,2,2,2,High
3,Friday,Fine,One way street,40,0,1,0,0,1,0,Low
13,Monday,Cloudy,Dual carriageway,30,0,0,0,1,1,0,Low
13,Tuesday,Cloudy,Dual carriageway,40,0,0,0,1,1,0,Low
12,Tuesday,Fine,One way street,80,0,0,0,0,1,2,Low
5,Saturday,Cloudy,Roundabout,60,0,1,1,1,2,1,High
16,Tuesday,Cloudy,Dual carriageway,50,0,0,0,1,1,1,Low
3,Tuesday,Fine,Rural road,30,0,1,0,0,3,0,Medium
7,Friday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
16,Tuesday,Fine,Roundabout,30,0,0,0,0,2,0,Low
2,Thursday,Fine,Rural road,50,0,1,0,0,3,1,High
16,Thursday,Rainy,Single carriageway,40,0,0,0,2,2,0,Medium
8,Thursday,Fine,Rural road,60,1,0,0,0,3,1,Medium
1,Monday,Fine,Roundabout,50,0,1,0,0,2,1,Medium
12,Saturday,Rainy,One way street,80,0,0,1,2,1,2,Medium
19,Saturday,Fine,Single carriageway,80,1,0,1,0,2,2,Medium
1,Wednesday,Fine,Rural road,30,0,1,0,0,3,0,Medium
19,Friday,Rainy,Rural road,80,1,0,0,2,3,2,High
10,Thursday,Fine,Roundabout,40,1,0,0,0,2,0,Low
21,Thursday,Cloudy,Roundabout,80,0,0,0,1,2,2,Medium
14,Tuesday,Fine,Roundabout,60,0,0,0,0,2,1,Low
10,Thursday,Fine,One way street,40,1,0,0,0,1,0,Low
22,Tuesday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
2,Tuesday,Fine,Rural road,30,0,1,0,0,3,0,Medium
2,Wednesday,Rainy,One way street,80,0,1,0,2,1,2,High
11,Monday,Foggy,Rural road,80,0,0,0,2,3,2,High
23,Tuesday,Rainy,One way street,30,0,1,0,2,1,0,Medium
4,Tuesday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
19,Saturday,Rainy,Dual carriageway,50,1,0,1,2,1,1,Medium
6,Wednesday,Cloudy,Rural road,30,0,0,0,1,3,0,Medium
6,Tuesday,Fine,Roundabout,60,0,0,0,0,2,1,Low
12,Friday,Cloudy,Dual carriageway,40,0,0,0,1,1,0,Low
8,Monday,Fine,Rural road,50,1,0,0,0,3,1,Medium
20,Friday,Fine,Single carriageway,50,1,0,0,0,2,1,Medium
12,Thursday,Cloudy,Rural road,40,0,0,0,1,3,0,Medium
11,Monday,Fine,Rural road,30,0,0,0,0,3,0,Low
12,Thursday,Fine,Rural road,50,0,0,0,0,3,1,Medium
23,Saturday,Fine,Dual carriageway,60,0,1,1,0,1,1,Medium
9,Sunday,Rainy,Rural road,40,1,0,1,2,3,0,High
0,Sunday,Fine,Roundabout,80,0,1,1,0,2,2,High
7,Sunday,Fine,One way street,30,0,0,1,0,1,0,Low
21,Tuesday,Fine,Roundabout,40,0,0,0,0,2,0,Low
15,Wednesday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
12,Friday,Foggy,Dual carriageway,50,0,0,0,2,1,1,Medium
2,Thursday,Fine,One way street,30,0,1,0,0,1,0,Low
2,Tuesday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
23,Sunday,Fine,Dual carriageway,40,0,1,1,0,1,0,Low
4,Friday,Rainy,Rural road,40,0,1,0,2,3,0,High
10,Friday,Fine,Roundabout,60,1,0,0,0,2,1,Medium
6,Saturday,Cloudy,One way street,80,0,0,1,1,1,2,Medium
20,Saturday,Fine,Rural road,40,1,0,1,0,3,0,Medium
23,Sunday,Fine,One way street,40,0,1,1,0,1,0,Low
9,Thursday,Rainy,Roundabout,40,1,0,0,2,2,0,Medium
9,Sunday,Rainy,Rural road,60,1,0,1,2,3,1,High
19,Sunday,Rainy,One way street,50,1,0,1,2,1,1,Medium
1,Tuesday,Rainy,Rural road,80,0,1,0,2,3,2,High
2,Wednesday,Cloudy,Dual carriageway,60,0,1,0,1,1,1,Medium
7,Sunday,Cloudy,Single carriageway,40,0,0,1,1,2,0,Low
10,Thursday,Cloudy,One way street,50,1,0,0,1,1,1,Medium
12,Friday,Fine,Roundabout,40,0,0,0,0,2,0,Low
6,Friday,Fine,One way street,60,0,0,0,0,1,1,Low
12,Monday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
1,Sunday,Foggy,One way street,40,0,1,1,2,1,0,Medium
5,Tuesday,Fine,One way street,50,0,1,0,0,1,1,Medium
8,Monday,Rainy,One way street,80,1,0,0,2,1,2,High
19,Saturday,Fine,Roundabout,30,1,0,1,0,2,0,Low
1,Wednesday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
17,Thursday,Fine,Single carriageway,40,1,0,0,0,2,0,Low
15,Sunday,Fine,Roundabout,50,0,0,1,0,2,1,Low
11,Friday,Fine,One way street,30,0,0,0,0,1,0,Low
6,Tuesday,Fine,One way street,30,0,0,0,0,1,0,Low
6,Friday,Cloudy,Single carriageway,30,0,0,0,1,2,0,Low
16,Sunday,Fine,One way street,40,0,0,1,0,1,0,Low
12,Saturday,Fine,Dual carriageway,30,0,0,1,0,1,0,Low
10,Monday,Fine,One way street,40,1,0,0,0,1,0,Low
5,Sunday,Cloudy,One way street,40,0,1,1,1,1,0,Medium
22,Monday,Fine,Rural road,30,0,1,0,0,3,0,Medium
13,Thursday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
5,Tuesday,Fine,Single carriageway,80,0,1,0,0,2,2,High
5,Saturday,Fine,Dual carriageway,80,0,1,1,0,1,2,Medium
1,Tuesday,Cloudy,Dual carriageway,60,0,1,0,1,1,1,Medium
21,Thursday,Cloudy,Dual carriageway,30,0,0,0,1,1,0,Low
19,Saturday,Fine,Single carriageway,40,1,0,1,0,2,0,Low
14,Saturday,Fine,Rural road,50,0,0,1,0,3,1,Medium
16,Monday,Fine,Rural road,60,0,0,0,0,3,1,Medium
7,Monday,Fine,Roundabout,80,0,0,0,0,2,2,Medium
4,Monday,Cloudy,Single carriageway,80,0,1,0,1,2,2,High
16,Friday,Fine,Roundabout,40,0,0,0,0,2,0,Low
19,Wednesday,Fine,One way street,80,1,0,0,0,1,2,Medium
0,Sunday,Fine,Dual carriageway,80,0,1,1,0,1,2,Medium
21,Monday,Rainy,Roundabout,40,0,0,0,2,2,0,Medium
17,Wednesday,Cloudy,Roundabout,30,1,0,0,1,2,0,Medium
14,Wednesday,Rainy,Single carriageway,80,0,0,0,2,2,2,High
4,Tuesday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
6,Thursday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
17,Friday,Fine,Rural road,30,1,0,0,0,3,0,Medium
5,Wednesday,Fine,Roundabout,40,0,1,0,0,2,0,Medium
21,Sunday,Fine,Rural road,40,0,0,1,0,3,0,Low
20,Friday,Fine,Roundabout,40,1,0,0,0,2,0,Low
4,Tuesday,Fine,Single carriageway,80,0,1,0,0,2,2,High
18,Monday,Cloudy,Single carriageway,60,1,0,0,1,2,1,Medium
9,Saturday,Fine,One way street,80,1,0,1,0,1,2,Medium
14,Wednesday,Fine,Roundabout,30,0,0,0,0,2,0,Low
9,Thursday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
15,Saturday,Fine,Dual carriageway,50,0,0,1,0,1,1,Low
11,Tuesday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
17,Friday,Fine,Rural road,50,1,0,0,0,3,1,Medium
22,Sunday,Fine,One way street,60,0,1,1,0,1,1,Medium
0,Monday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
15,Friday,Fine,Roundabout,80,0,0,0,0,2,2,Medium
21,Thursday,Fine,Rural road,50,0,0,0,0,3,1,Medium
5,Wednesday,Fine,One way street,40,0,1,0,0,1,0,Low
2,Thursday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
1,Friday,Fine,One way street,80,0,1,0,0,1,2,Medium
1,Friday,Cloudy,Rural road,60,0,1,0,1,3,1,High
12,Saturday,Fine,Single carriageway,80,0,0,1,0,2,2,Medium
8,Thursday,Fine,Dual carriageway,40,1,0,0,0,1,0,Low
15,Thursday,Rainy,Dual carriageway,50,0,0,0,2,1,1,Medium
4,Thursday,Cloudy,Single carriageway,50,0,1,0,1,2,1,High
22,Monday,Foggy,Dual carriageway,60,0,1,0,2,1,1,High
20,Sunday,Cloudy,Rural road,30,1,0,1,1,3,0,Medium
6,Friday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
12,Tuesday,Fine,Roundabout,60,0,0,0,0,2,1,Low
19,Monday,Cloudy,One way street,50,1,0,0,1,1,1,Medium
23,Monday,Foggy,Rural road,80,0,1,0,2,3,2,High
12,Monday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
6,Saturday,Rainy,Rural road,60,0,0,1,2,3,1,High
9,Sunday,Fine,Roundabout,60,1,0,1,0,2,1,Medium
14,Sunday,Fine,Dual carriageway,50,0,0,1,0,1,1,Low
20,Tuesday,Rainy,Dual carriageway,60,1,0,0,2,1,1,Medium
5,Thursday,Cloudy,Rural road,80,0,1,0,1,3,2,High
4,Saturday,Foggy,Dual carriageway,30,0,1,1,2,1,0,Medium
22,Friday,Cloudy,Dual carriageway,30,0,1,0,1,1,0,Medium
1,Wednesday,Fine,Roundabout,40,0,1,0,0,2,0,Medium
20,Saturday,Fine,Single carriageway,80,1,0,1,0,2,2,Medium
14,Wednesday,Rainy,One way street,80,0,0,0,2,1,2,Medium
15,Friday,Fine,Rural road,60,0,0,0,0,3,1,Medium
18,Tuesday,Fine,Single carriageway,40,1,0,0,0,2,0,Low
8,Sunday,Fine,One way street,80,1,0,1,0,1,2,Medium
21,Wednesday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
18,Monday,Fine,Rural road,80,1,0,0,0,3,2,High
6,Saturday,Cloudy,Roundabout,50,0,0,1,1,2,1,Medium
3,Wednesday,Fine,Roundabout,80,0,1,0,0,2,2,High
2,Friday,Fine,Roundabout,50,0,1,0,0,2,1,Medium
23,Sunday,Cloudy,Single carriageway,80,0,1,1,1,2,2,High
19,Monday,Fine,Rural road,30,1,0,0,0,3,0,Medium
10,Wednesday,Cloudy,Dual carriageway,50,1,0,0,1,1,1,Medium
0,Sunday,Fine,Dual carriageway,50,0,1,1,0,1,1,Medium
5,Friday,Rainy,Roundabout,60,0,1,0,2,2,1,High
10,Tuesday,Fine,Single carriageway,80,1,0,0,0,2,2,Medium
0,Friday,Fine,Dual carriageway,40,0,1,0,0,1,0,Low
20,Tuesday,Rainy,Single carriageway,40,1,0,0,2,2,0,Medium
6,Sunday,Cloudy,Rural road,40,0,0,1,1,3,0,Medium
5,Sunday,Fine,Roundabout,40,0,1,1,0,2,0,Medium
13,Monday,Foggy,One way street,30,0,0,0,2,1,0,Low
1,Friday,Fine,Roundabout,40,0,1,0,0,2,0,Medium
3,Thursday,Rainy,One way street,60,0,1,0,2,1,1,High
10,Saturday,Fine,Dual carriageway,40,1,0,1,0,1,0,Low
14,Thursday,Fine,One way street,60,0,0,0,0,1,1,Low
17,Thursday,Fine,Single carriageway,50,1,0,0,0,2,1,Medium
0,Thursday,Fine,One way street,80,0,1,0,0,1,2,Medium
2,Saturday,Fine,Dual carriageway,40,0,1,1,0,1,0,Low
2,Thursday,Fine,Dual carriageway,60,0,1,0,0,1,1,Medium
6,Tuesday,Fine,Roundabout,60,0,0,0,0,2,1,Low
0,Friday,Fine,Dual carriageway,80,0,1,0,0,1,2,Medium
10,Sunday,Fine,Single carriageway,50,1,0,1,0,2,1,Medium
5,Monday,Rainy,One way street,40,0,1,0,2,1,0,Medium
19,Thursday,Fine,Rural road,60,1,0,0,0,3,1,Medium
2,Sunday,Cloudy,Dual carriageway,40,0,1,1,1,1,0,Medium
18,Thursday,Rainy,One way street,30,1,0,0,2,1,0,Medium
1,Monday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
17,Monday,Foggy,Rural road,50,1,0,0,2,3,1,High
11,Thursday,Fine,Roundabout,80,0,0,0,0,2,2,Medium
9,Tuesday,Fine,Single carriageway,60,1,0,0,0,2,1,Medium
4,Sunday,Fine,Roundabout,30,0,1,1,0,2,0,Medium
8,Monday,Fine,One way street,80,1,0,0,0,1,2,Medium
1,Friday,Rainy,Rural road,50,0,1,0,2,3,1,High
1,Sunday,Fine,Roundabout,40,0,1,1,0,2,0,Medium
5,Friday,Fine,Roundabout,40,0,1,0,0,2,0,Medium
9,Sunday,Cloudy,Single carriageway,60,1,0,1,1,2,1,Medium
17,Tuesday,Fine,One way street,80,1,0,0,0,1,2,Medium
11,Saturday,Fine,Roundabout,30,0,0,1,0,2,0,Low
3,Wednesday,Fine,One way street,30,0,1,0,0,1,0,Low
21,Tuesday,Rainy,Dual carriageway,50,0,0,0,2,1,1,Medium
20,Thursday,Cloudy,Single carriageway,80,1,0,0,1,2,2,High
16,Wednesday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
14,Thursday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
5,Friday,Fine,One way street,50,0,1,0,0,1,1,Medium
15,Monday,Fine,Roundabout,50,0,0,0,0,2,1,Low
16,Sunday,Cloudy,Roundabout,50,0,0,1,1,2,1,Medium
2,Thursday,Fine,One way street,80,0,1,0,0,1,2,Medium
9,Friday,Fine,One way street,40,1,0,0,0,1,0,Low
4,Tuesday,Rainy,Dual carriageway,50,0,1,0,2,1,1,High
13,Thursday,Cloudy,Rural road,40,0,0,0,1,3,0,Medium
20,Friday,Fine,Rural road,50,1,0,0,0,3,1,Medium
12,Monday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
5,Sunday,Fine,Roundabout,40,0,1,1,0,2,0,Medium
11,Thursday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
7,Saturday,Fine,Roundabout,50,0,0,1,0,2,1,Low
4,Friday,Fine,Roundabout,80,0,1,0,0,2,2,High
14,Thursday,Cloudy,Dual carriageway,40,0,0,0,1,1,0,Low
15,Monday,Foggy,One way street,30,0,0,0,2,1,0,Low
0,Sunday,Fine,One way street,80,0,1,1,0,1,2,Medium
15,Thursday,Fine,One way street,80,0,0,0,0,1,2,Low
4,Thursday,Cloudy,Rural road,30,0,1,0,1,3,0,High
2,Sunday,Rainy,One way street,30,0,1,1,2,1,0,Medium
19,Saturday,Rainy,Rural road,60,1,0,1,2,3,1,High
14,Friday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
12,Wednesday,Fine,Rural road,60,0,0,0,0,3,1,Medium
23,Sunday,Cloudy,Roundabout,80,0,1,1,1,2,2,High
15,Thursday,Cloudy,Dual carriageway,80,0,0,0,1,1,2,Medium
22,Wednesday,Fine,Dual carriageway,80,0,1,0,0,1,2,Medium
10,Tuesday,Fine,Roundabout,60,1,0,0,0,2,1,Medium
20,Thursday,Cloudy,Single carriageway,40,1,0,0,1,2,0,Medium
1,Wednesday,Fine,Dual carriageway,80,0,1,0,0,1,2,Medium
21,Tuesday,Rainy,Roundabout,80,0,0,0,2,2,2,High
5,Saturday,Fine,Dual carriageway,80,0,1,1,0,1,2,Medium
5,Friday,Cloudy,Rural road,60,0,1,0,1,3,1,High
13,Thursday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
10,Friday,Fine,Rural road,60,1,0,0,0,3,1,Medium
7,Tuesday,Cloudy,Rural road,50,0,0,0,1,3,1,Medium
7,Friday,Cloudy,Dual carriageway,60,0,0,0,1,1,1,Low
0,Friday,Rainy,Dual carriageway,40,0,1,0,2,1,0,Medium
20,Sunday,Fine,Rural road,40,1,0,1,0,3,0,Medium
6,Monday,Cloudy,Dual carriageway,80,0,0,0,1,1,2,Medium
5,Tuesday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
20,Friday,Fine,One way street,50,1,0,0,0,1,1,Low
7,Wednesday,Rainy,One way street,50,0,0,0,2,1,1,Medium
18,Tuesday,Fine,Roundabout,40,1,0,0,0,2,0,Low
21,Monday,Fine,One way street,80,0,0,0,0,1,2,Low
20,Thursday,Fine,Single carriageway,50,1,0,0,0,2,1,Medium
23,Saturday,Fine,One way street,60,0,1,1,0,1,1,Medium
19,Friday,Rainy,One way street,80,1,0,0,2,1,2,High
7,Wednesday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
13,Monday,Fine,Rural road,60,0,0,0,0,3,1,Medium
17,Tuesday,Cloudy,One way street,40,1,0,0,1,1,0,Low
15,Saturday,Fine,Roundabout,60,0,0,1,0,2,1,Low
8,Saturday,Fine,One way street,30,1,0,1,0,1,0,Low
14,Friday,Fine,One way street,80,0,0,0,0,1,2,Low
9,Monday,Fine,Single carriageway,30,1,0,0,0,2,0,Low
21,Monday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
15,Wednesday,Cloudy,Roundabout,60,0,0,0,1,2,1,Medium
3,Thursday,Fine,Dual carriageway,40,0,1,0,0,1,0,Low
19,Thursday,Fine,Single carriageway,40,1,0,0,0,2,0,Low
12,Sunday,Fine,Dual carriageway,40,0,0,1,0,1,0,Low
21,Thursday,Fine,Roundabout,40,0,0,0,0,2,0,Low
4,Sunday,Rainy,One way street,50,0,1,1,2,1,1,High
21,Saturday,Fine,One way street,40,0,0,1,0,1,0,Low
6,Saturday,Rainy,Dual carriageway,60,0,0,1,2,1,1,Medium
22,Tuesday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
8,Saturday,Fine,Roundabout,80,1,0,1,0,2,2,Medium
7,Saturday,Fine,Single carriageway,30,0,0,1,0,2,0,Low
15,Monday,Rainy,Dual carriageway,50,0,0,0,2,1,1,Medium
5,Tuesday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
15,Monday,Fine,Dual carriageway,80,0,0,0,0,1,2,Low
5,Wednesday,Foggy,Single carriageway,80,0,1,0,2,2,2,High
13,Sunday,Rainy,Single carriageway,40,0,0,1,2,2,0,Medium
20,Sunday,Fine,Roundabout,80,1,0,1,0,2,2,Medium
0,Wednesday,Foggy,Roundabout,50,0,1,0,2,2,1,High
8,Sunday,Cloudy,One way street,30,1,0,1,1,1,0,Low
23,Tuesday,Fine,One way street,30,0,1,0,0,1,0,Low
12,Tuesday,Fine,Roundabout,50,0,0,0,0,2,1,Low
18,Saturday,Fine,Roundabout,40,1,0,1,0,2,0,Low
16,Sunday,Fine,Single carriageway,30,0,0,1,0,2,0,Low
10,Wednesday,Cloudy,One way street,30,1,0,0,1,1,0,Low
7,Friday,Fine,Roundabout,40,0,0,0,0,2,0,Low
22,Thursday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
4,Saturday,Rainy,Dual carriageway,60,0,1,1,2,1,1,High
9,Thursday,Fine,One way street,50,1,0,0,0,1,1,Low
6,Wednesday,Foggy,Dual carriageway,30,0,0,0,2,1,0,Low
9,Sunday,Rainy,Single carriageway,30,1,0,1,2,2,0,Medium
3,Sunday,Rainy,One way street,40,0,1,1,2,1,0,Medium
8,Thursday,Cloudy,Roundabout,30,1,0,0,1,2,0,Medium
13,Friday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
1,Sunday,Fine,Single carriageway,50,0,1,1,0,2,1,Medium
8,Friday,Fine,Roundabout,60,1,0,0,0,2,1,Medium
20,Monday,Fine,Rural road,80,1,0,0,0,3,2,High
0,Tuesday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
22,Thursday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
9,Sunday,Rainy,Single carriageway,60,1,0,1,2,2,1,High
9,Friday,Rainy,Rural road,80,1,0,0,2,3,2,High
19,Sunday,Fine,Rural road,80,1,0,1,0,3,2,High
21,Tuesday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
2,Tuesday,Fine,Roundabout,80,0,1,0,0,2,2,High
5,Monday,Rainy,Roundabout,80,0,1,0,2,2,2,High
5,Tuesday,Cloudy,Rural road,50,0,1,0,1,3,1,High
20,Tuesday,Fine,One way street,50,1,0,0,0,1,1,Low
1,Saturday,Fine,One way street,80,0,1,1,0,1,2,Medium
17,Wednesday,Fine,Roundabout,40,1,0,0,0,2,0,Low
22,Sunday,Rainy,One way street,30,0,1,1,2,1,0,Medium
1,Monday,Fine,Roundabout,40,0,1,0,0,2,0,Medium
11,Monday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
21,Thursday,Rainy,Roundabout,80,0,0,0,2,2,2,High
4,Tuesday,Rainy,Dual carriageway,30,0,1,0,2,1,0,Medium
19,Thursday,Rainy,Rural road,40,1,0,0,2,3,0,High
6,Saturday,Fine,One way street,50,0,0,1,0,1,1,Low
23,Friday,Cloudy,Rural road,50,0,1,0,1,3,1,High
15,Tuesday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
19,Friday,Fine,Single carriageway,40,1,0,0,0,2,0,Low
0,Wednesday,Fine,Rural road,60,0,1,0,0,3,1,High
0,Saturday,Fine,Roundabout,60,0,1,1,0,2,1,Medium
16,Tuesday,Fine,Roundabout,30,0,0,0,0,2,0,Low
0,Thursday,Rainy,One way street,30,0,1,0,2,1,0,Medium
20,Thursday,Fine,Rural road,60,1,0,0,0,3,1,Medium
19,Tuesday,Rainy,Single carriageway,40,1,0,0,2,2,0,Medium
12,Sunday,Fine,Rural road,40,0,0,1,0,3,0,Low
8,Thursday,Fine,Rural road,80,1,0,0,0,3,2,High
14,Sunday,Fine,One way street,30,0,0,1,0,1,0,Low
2,Tuesday,Cloudy,Roundabout,40,0,1,0,1,2,0,Medium
13,Monday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
22,Thursday,Rainy,One way street,60,0,1,0,2,1,1,High
10,Sunday,Fine,Single carriageway,50,1,0,1,0,2,1,Medium
23,Tuesday,Rainy,Single carriageway,40,0,1,0,2,2,0,High
21,Tuesday,Fine,Roundabout,80,0,0,0,0,2,2,Medium
11,Sunday,Rainy,Roundabout,80,0,0,1,2,2,2,High
12,Thursday,Fine,One way street,30,0,0,0,0,1,0,Low
12,Monday,Cloudy,Dual carriageway,50,0,0,0,1,1,1,Low
0,Thursday,Cloudy,One way street,60,0,1,0,1,1,1,Medium
23,Tuesday,Fine,One way street,60,0,1,0,0,1,1,Medium
9,Monday,Rainy,Dual carriageway,30,1,0,0,2,1,0,Medium
2,Friday,Fine,Single carriageway,80,0,1,0,0,2,2,High
23,Wednesday,Fine,Rural road,80,0,1,0,0,3,2,High
3,Thursday,Cloudy,Dual carriageway,60,0,1,0,1,1,1,Medium
15,Saturday,Fine,Rural road,30,0,0,1,0,3,0,Low
7,Tuesday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
15,Monday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
16,Sunday,Cloudy,Roundabout,80,0,0,1,1,2,2,Medium
18,Sunday,Fine,One way street,80,1,0,1,0,1,2,Medium
21,Sunday,Fine,Dual carriageway,80,0,0,1,0,1,2,Low
14,Monday,Cloudy,Dual carriageway,40,0,0,0,1,1,0,Low
15,Friday,Rainy,Single carriageway,40,0,0,0,2,2,0,Medium
14,Thursday,Rainy,Roundabout,50,0,0,0,2,2,1,Medium
1,Saturday,Cloudy,Dual carriageway,80,0,1,1,1,1,2,High
10,Sunday,Cloudy,Roundabout,60,1,0,1,1,2,1,Medium
0,Monday,Fine,Rural road,80,0,1,0,0,3,2,High
14,Sunday,Fine,Dual carriageway,50,0,0,1,0,1,1,Low
18,Friday,Cloudy,Roundabout,50,1,0,0,1,2,1,Medium
3,Tuesday,Foggy,One way street,60,0,1,0,2,1,1,High
10,Sunday,Cloudy,Single carriageway,40,1,0,1,1,2,0,Medium
4,Friday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
2,Thursday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
12,Sunday,Fine,Dual carriageway,60,0,0,1,0,1,1,Low
9,Friday,Cloudy,Dual carriageway,80,1,0,0,1,1,2,Medium
